s_no,symbol,conf,open,high,low,close,vwap,vol,prev_close,turnover,trans,diff,range,diff_2,range_2,vwap_2,x120_days,x180_days,x52_weeks_high,x52_weeks_low,date
144,PIC,30.99,592.00,602.00,580.00,602.00,591.24,"1,454.00",587.00,"859,665.80",44,15,22,2.56,3.79,1.79,863.83,911.93,"1,372.00",572.00,2022-06-18
145,PICL,35.17,368.00,368.00,363.00,363.10,364.65,"1,527.00",368.00,"556,817.10",19,-4.9,5,-1.33,1.38,-0.43,609.50,632.27,936.00,350.60,2022-06-18
146,PLI,30.5,375.00,382.90,370.00,370.00,371.73,"3,392.00",379.00,"1,260,892.50",49,-9,12.9,-2.37,3.49,-0.47,543.78,562.47,830.00,366.00,2022-06-18
147,PMHPL,33,221.00,221.00,210.00,215.00,213.62,"1,220.00",216.90,"260,615.00",19,-1.9,11,-0.88,5.24,0.64,309.14,317.57,484.00,210.00,2022-06-18
148,PPCL,33.65,287.00,292.70,274.00,275.00,277.63,"8,294.00",282.00,"2,302,699.90",50,-7,18.7,-2.48,6.82,-0.96,419.32,432.94,642.00,274.00,2022-06-18
149,PRIN,33.18,459.50,459.50,441.50,455.00,448.13,"1,705.00",454.50,"764,057.50",24,0.5,18,0.11,4.08,1.51,721.99,747.54,"1,148.00",435.00,2022-06-18
150,PROFL,29.61,230.00,234.40,223.00,226.00,228.78,"2,954.00",226.00,"675,805.00",28,0,11.4,0,5.11,-1.23,333.88,358.22,574.00,222.00,2022-06-18
151,PRVU,37.9,231.00,231.00,223.00,224.00,224.50,"19,050.00",227.00,"4,276,794.70",158,-3,8,-1.32,3.59,-0.22,291.16,320.80,525.00,222.10,2022-06-18
152,PSF,36.99,7.98,8.13,7.98,8.13,7.98,"3,200.00",8.06,"25,551.00",4,0.07,0.15,0.87,1.88,1.79,8.96,9.13,11.22,7.98,2022-06-18
153,RADHI,33.45,538.00,538.80,528.00,528.30,531.45,"2,611.00",533.00,"1,387,612.70",43,-4.7,10.8,-0.88,2.05,-0.6,610.76,619.19,"1,281.00",490.20,2022-06-18
154,RBCL,30.88,"13,670.00","13,670.00","13,600.00","13,600.00","13,657.58",130.00,"13,925.00","1,775,485.00",13,-325,70,-2.33,0.51,-0.42,"16,775.32","17,128.90","22,714.00","12,961.60",2022-06-18
155,RBCLPO,36.07,"11,240.00","11,240.00","11,240.00","11,240.00","11,240.00",10.00,"11,020.00","112,400.00",1,220,0,2,0,0,"14,947.39","14,533.55","18,935.00","10,757.00",2022-06-18
156,RFPL,32.93,296.00,301.90,270.00,273.00,278.26,"52,534.00",290.20,"14,617,918.70","3,311",-17.2,31.9,-5.93,11.81,-1.93,-,-,301.90,263.90,2022-06-18
157,RHPL,32.85,273.00,277.00,271.00,275.00,272.58,"1,410.00",272.00,"384,342.90",24,3,6,1.1,2.21,0.88,357.53,363.31,566.00,266.00,2022-06-18
158,RLFL,35.64,275.00,275.40,268.00,270.00,271.27,"4,287.00",270.00,"1,162,950.80",31,0,7.4,0,2.76,-0.47,415.74,462.33,814.00,256.50,2022-06-18
159,RLI,33.15,350.00,357.00,350.00,354.10,352.67,"2,185.00",355.00,"770,593.00",34,-0.9,7,-0.25,2,0.4,503.79,511.34,734.00,343.00,2022-06-18
160,RMDC,35.86,785.00,799.00,765.00,774.00,771.01,"1,757.00",770.00,"1,354,664.00",34,4,34,0.52,4.44,0.39,"1,056.18","1,201.13","1,800.00",747.50,2022-06-18
161,RMF1,29.41,8.00,8.21,7.84,8.05,8.08,"5,870.00",8.05,"47,435.52",5,0,0.37,0,4.72,-0.39,8.81,9.06,10.30,7.84,2022-06-18
162,RSDC,33.34,515.00,515.00,504.00,514.00,507.36,"1,065.00",507.30,"540,340.00",31,6.7,11,1.32,2.18,1.29,678.71,728.00,"1,194.40",502.00,2022-06-18
163,RULB,37.77,823.00,870.00,823.00,832.10,844.96,"1,025.00",822.00,"866,084.00",51,10.1,47,1.23,5.71,-1.55,-,-,"1,931.70",502.00,2022-06-18
164,RURU,24.88,767.00,779.90,765.00,765.00,767.71,534.00,780.00,"409,958.00",12,-15,14.9,-1.92,1.95,-0.35,952.12,990.43,"1,849.20",760.00,2022-06-18
165,SABSL,32.28,"1,030.00","1,040.00","1,030.00","1,040.00","1,036.00",50.00,"1,030.00","51,800.00",7,10,10,0.97,0.97,0.38,"1,294.95","1,482.01","2,306.20","1,006.00",2022-06-18
166,SADBL,38.55,299.00,300.00,294.00,297.00,296.93,"21,765.00",298.00,"6,462,752.00",46,-1,6,-0.34,2.04,0.02,371.40,382.03,595.00,293.00,2022-06-18
167,SAEF,32.98,12.49,12.49,12.25,12.25,12.47,"9,500.00",12.25,"118,475.00",3,0,0.24,0,1.96,-1.8,13.20,13.17,20.19,11.99,2022-06-18
168,SAHAS,31.88,450.00,467.90,450.00,458.00,457.20,"3,683.00",455.10,"1,683,882.00",89,2.9,17.9,0.64,3.98,0.17,585.63,-,789.40,405.30,2022-06-18
169,SANIMA,35.47,276.00,277.50,274.00,275.00,275.80,"11,559.00",274.50,"3,188,026.00",122,0.5,3.5,0.18,1.28,-0.29,331.54,363.88,564.90,265.00,2022-06-18
170,SAPDBL,34.45,216.00,216.00,212.00,212.00,214.28,847.00,213.00,"181,496.00",12,-1,4,-0.47,1.89,-1.08,311.18,335.19,540.00,205.00,2022-06-18
171,SBCF,40.7,7.72,8.05,7.72,8.05,7.82,"8,800.00",7.85,"68,774.00",9,0.2,0.33,2.55,4.27,2.92,8.65,8.92,11.29,7.66,2022-06-18
172,SBI,37.6,294.70,294.70,287.00,293.00,287.10,"35,607.00",289.00,"10,222,931.30",35,4,7.7,1.38,2.68,2.01,349.40,351.76,453.90,282.00,2022-06-18
173,SBIBD86,38.98,935.00,935.00,935.00,935.00,935.00,50.00,935.00,"46,750.00",1,0,0,0,0,0,"1,032.05",-,"1,065.00",929.70,2022-06-18
174,SBL,37.85,316.00,325.00,315.10,316.00,320.22,"31,244.00",318.00,"10,004,958.40",162,-2,9.9,-0.63,3.14,-1.34,409.12,433.00,605.00,315.10,2022-06-18
175,SCB,37.8,393.00,397.00,390.00,390.00,390.90,"4,993.00",390.00,"1,951,771.90",69,0,7,0,1.79,-0.23,459.11,477.99,629.30,384.00,2022-06-18
176,SDLBSL,40.47,987.00,"1,004.00",985.00,"1,004.00",996.73,101.00,"1,005.00","100,670.00",15,-1,19,-0.1,1.93,0.72,"1,223.37","1,309.23","1,997.00",965.00,2022-06-18
177,SEF,37.47,10.08,10.25,9.88,10.25,10.00,"8,400.00",10.28,"84,031.00",8,-0.03,0.37,-0.29,3.74,2.4,10.75,10.67,17.04,9.73,2022-06-18
178,SFCL,35.26,224.00,224.00,217.50,220.00,218.32,"1,059.00",220.00,"231,201.60",31,0,6.5,0,2.99,0.76,336.75,394.67,720.00,212.10,2022-06-18
179,SFMF,29.9,11.32,11.32,11.32,11.32,11.32,100.00,11.10,"1,132.00",1,0.22,0,1.98,0,0,11.57,11.40,20.00,10.21,2022-06-18
180,SGI,32.41,380.00,381.00,374.00,374.00,376.72,"1,045.00",381.00,"393,672.00",34,-7,7,-1.84,1.87,-0.73,557.85,572.06,811.00,373.80,2022-06-18
181,SHEL,26.22,279.40,284.00,262.00,262.10,269.81,"2,150.00",274.00,"580,102.00",38,-11.9,22,-4.34,8.4,-2.94,399.59,410.18,650.00,262.00,2022-06-18
182,SHINE,39.47,300.90,301.40,290.10,295.00,294.71,"7,510.00",298.00,"2,213,240.60",67,-3,11.3,-1.01,3.9,0.1,381.82,412.80,655.00,290.00,2022-06-18
183,SHIVM,36.88,700.00,709.80,690.00,692.00,698.30,"17,783.00",701.00,"12,417,806.00",197,-9,19.8,-1.28,2.87,-0.91,"1,153.99","1,216.13","1,910.00",674.10,2022-06-18
184,SHL,37.26,202.30,202.30,199.90,199.90,201.39,"4,373.00",202.00,"880,674.20",18,-2.1,2.4,-1.04,1.2,-0.74,217.86,222.81,312.00,187.00,2022-06-18
185,SHPC,39.54,312.00,319.90,307.20,311.70,311.51,"31,471.00",312.00,"9,803,653.90",122,-0.3,12.7,-0.1,4.13,0.06,395.58,408.85,675.00,307.00,2022-06-18
186,SIC,31.91,788.00,788.00,780.00,780.00,785.27,566.00,787.00,"444,464.10",10,-7,8,-0.89,1.03,-0.68,"1,204.88","1,220.76","1,676.00",768.10,2022-06-18
187,SICL,38.34,777.00,792.00,768.00,775.00,775.47,"6,354.00",762.50,"4,927,342.90",131,12.5,24,1.64,3.13,-0.06,"1,373.78","1,487.73","2,170.00",755.00,2022-06-18
188,SIFC,30.61,304.00,304.00,286.40,300.00,291.45,"2,862.00",298.60,"834,137.30",25,1.4,17.6,0.47,6.15,2.85,403.74,438.51,741.00,286.40,2022-06-18
189,SIGS2,32.09,10.08,10.08,9.90,10.08,9.95,"6,825.00",10.08,"67,896.00",4,0,0.18,0,1.82,1.31,10.87,10.82,16.87,9.81,2022-06-18
190,SIL,33.57,569.00,580.00,569.00,577.00,573.89,463.00,569.00,"265,710.00",11,8,11,1.41,1.93,0.54,850.28,863.33,"1,213.70",550.00,2022-06-18
191,SINDU,34.76,255.00,255.00,254.00,254.00,254.80,375.00,256.00,"95,550.00",6,-2,1,-0.78,0.39,-0.31,357.48,383.45,618.00,242.20,2022-06-18
192,SJCL,34.46,270.00,272.00,265.00,267.00,270.06,"1,918.00",268.00,"517,979.80",28,-1,7,-0.37,2.64,-1.15,353.68,360.48,540.60,257.00,2022-06-18
193,SKBBL,34.03,"1,031.00","1,049.00","1,030.00","1,049.00","1,034.89",681.00,"1,050.00","704,760.00",16,-1,19,-0.1,1.84,1.35,"1,223.04","1,379.26","2,184.00","1,001.00",2022-06-18
194,SLBBL,40.34,780.00,785.00,780.00,780.00,782.56,607.00,780.00,"475,012.50",21,0,5,0,0.64,-0.33,"1,004.78","1,113.59","1,685.00",766.00,2022-06-18
195,SLBSL,49.64,"1,461.00","1,519.80","1,435.00","1,519.80","1,474.19",100.00,"1,490.00","147,419.00",8,29.8,84.8,2,5.91,3,"1,303.03","1,312.14","1,785.00",951.60,2022-06-18
196,SLCF,31.86,7.96,7.96,7.95,7.95,7.96,"1,100.00",8.06,"8,755.00",2,-0.11,0.01,-1.36,0.13,-0.11,8.94,9.19,11.40,7.90,2022-06-18
197,SLI,31.73,362.00,380.30,362.00,380.30,366.22,"1,365.00",369.00,"499,895.60",53,11.3,18.3,3.06,5.06,3.7,510.75,521.18,787.80,309.00,2022-06-18
198,SLICL,33.59,400.00,407.00,390.00,405.00,395.80,"14,920.00",404.00,"5,905,376.40",130,1,17,0.25,4.36,2.27,659.95,703.09,"1,039.00",385.00,2022-06-18
199,SMATA,34.72,813.00,813.00,788.10,808.80,796.67,350.00,798.00,"278,835.00",6,10.8,24.9,1.35,3.16,1.5,"1,039.73","1,170.14","1,785.00",782.00,2022-06-18
200,SMFBS,24.41,"1,505.60","1,505.60","1,505.60","1,505.60","1,505.60",10.00,"1,476.10","15,056.00",1,29.5,0,2,0,0,"1,773.57","2,034.02","2,865.00","1,461.00",2022-06-18
201,SPC,35.94,430.00,438.40,423.00,438.40,429.63,340.00,431.00,"146,073.00",22,7.4,15.4,1.72,3.64,2,559.69,-,845.50,296.30,2022-06-18
202,SPDL,35.05,344.00,344.00,331.30,332.00,336.29,"3,343.00",340.00,"1,124,207.30",46,-8,12.7,-2.35,3.83,-1.29,420.47,435.52,823.90,323.40,2022-06-18
203,SRBL,36.73,208.10,212.00,208.10,210.10,210.09,"49,505.00",208.30,"10,400,752.30",61,1.8,3.9,0.86,1.87,0,256.78,273.19,418.20,202.80,2022-06-18
204,SSHL,33.22,234.30,247.70,231.30,241.00,235.57,"1,649.00",239.00,"388,458.00",27,2,16.4,0.84,7.09,2.25,323.31,336.62,533.00,230.50,2022-06-18
205,STC,38.36,"3,115.00","3,115.00","3,000.00","3,050.00","3,038.89",502.00,"3,060.00","1,525,523.20",36,-10,115,-0.33,3.83,0.36,"5,111.72","5,730.74","11,199.00","3,000.00",2022-06-18
206,SWBBL,33.73,980.00,980.00,977.00,980.00,979.33,492.00,985.00,"481,828.00",12,-5,3,-0.51,0.31,0.07,"1,201.31","1,319.58","2,090.00",970.00,2022-06-18
207,SWMF,34.39,750.00,750.00,740.00,747.40,744.51,565.00,738.90,"420,648.00",12,8.5,10,1.15,1.35,0.39,-,-,"1,346.00",710.00,2022-06-18
208,TPC,40.97,451.80,469.00,426.10,469.00,441.97,"2,235.00",461.00,"987,812.00",48,8,42.9,1.74,10.07,5.76,539.24,-,825.00,254.20,2022-06-18
209,TRH,34.05,335.00,335.00,312.50,328.00,319.90,"1,658.00",331.90,"530,387.00",29,-3.9,22.5,-1.18,7.2,2.47,360.75,364.13,468.00,312.50,2022-06-18
210,UIC,33.15,365.10,370.00,362.00,365.00,364.49,"2,085.00",368.70,"759,961.50",21,-3.7,8,-1,2.21,0.14,602.19,620.22,860.00,357.00,2022-06-18
211,ULBSL,30.73,"2,599.90","2,601.00","2,526.30","2,545.00","2,553.15","1,720.00","2,550.00","4,391,421.20",74,-5,74.7,-0.2,2.96,-0.32,-,-,"3,112.50","1,211.00",2022-06-18
212,UMHL,33.59,235.00,240.00,230.30,231.00,231.90,"19,896.00",235.40,"4,613,944.40",64,-4.4,9.7,-1.87,4.21,-0.39,345.72,385.00,646.60,230.30,2022-06-18
213,UMRH,40.02,676.20,702.00,651.00,690.50,671.80,80.00,690.00,"53,744.00",8,0.5,51,0.07,7.83,2.71,760.98,695.03,"1,150.00",434.00,2022-06-18
214,UNHPL,36.65,215.00,219.40,212.00,213.20,214.79,"11,955.00",217.00,"2,567,813.60",59,-3.8,7.4,-1.75,3.49,-0.75,317.40,336.27,612.00,212.00,2022-06-18
215,UNL,46.13,"18,100.00","18,100.00","18,100.00","18,100.00","18,100.00",10.00,"17,999.00","181,000.00",1,101,0,0.56,0,0,"18,880.50","19,105.95","21,200.00","17,386.00",2022-06-18
216,UPCL,36.66,227.90,228.50,223.00,223.00,225.23,"17,124.00",227.00,"3,856,915.50",106,-4,5.5,-1.76,2.47,-1,318.60,346.31,635.00,215.60,2022-06-18
217,UPPER,26.83,463.00,465.00,453.00,453.00,459.88,"25,499.00",458.00,"11,726,572.60",171,-5,12,-1.09,2.65,-1.52,596.16,608.58,962.50,452.00,2022-06-18
218,USLB,32.68,984.30,990.40,971.00,980.00,984.07,435.00,965.00,"428,070.00",12,15,19.4,1.55,2,-0.42,"1,424.34","1,626.46","2,547.00",955.50,2022-06-18
219,VLBS,35.8,948.00,956.00,930.00,940.00,944.51,212.00,948.00,"200,236.00",13,-8,26,-0.84,2.8,-0.48,"1,204.02","1,327.21","2,036.00",902.00,2022-06-18
220,WNLB,33.41,991.00,991.00,991.00,991.00,991.00,10.00,988.90,"9,910.00",1,2.1,0,0.21,0,0,-,-,"2,090.00",831.00,2022-06-18
1,ACLBSL,34.12,830.30,831.00,815.00,816.00,822.55,165.00,847.20,"135,720.00",22,-31.2,16.00,-3.68,1.96,-0.8,"1,178.20","1,257.01","1,870.00",806.60,2022-06-19
2,ADBL,30.61,325.00,325.00,315.10,318.00,318.56,"13,101.00",319.90,"4,173,500.70",184,-1.9,9.90,-0.59,3.14,-0.18,392.92,428.64,620.00,315.10,2022-06-19
3,ADBLD83,35,984.00,989.00,969.30,970.00,982.98,85.00,979.00,"83,553.00",4,-9,19.70,-0.92,2.03,-1.34,"1,025.24",-,"1,150.00",945.70,2022-06-19
4,AHPC,25.77,374.00,380.00,356.00,357.00,362.80,"71,583.00",374.30,"25,970,052.60",421,-17.3,24.00,-4.62,6.74,-1.62,463.10,468.66,785.00,349.20,2022-06-19
5,AIL,25.05,450.00,450.00,441.30,443.00,446.47,"1,511.00",455.00,"674,609.00",56,-12,8.70,-2.64,1.97,-0.78,650.42,672.99,900.00,441.30,2022-06-19
6,AKBSL,34.23,596.70,656.30,596.70,656.30,640.86,130.00,596.70,"83,311.30",18,59.6,59.60,9.99,9.99,2.35,-,-,"1,250.00",391.50,2022-06-19
7,AKJCL,27.36,202.00,204.00,194.00,194.00,197.22,"34,797.00",200.20,"6,862,552.90",232,-6.2,10.00,-3.1,5.15,-1.66,273.10,291.20,502.00,194.00,2022-06-19
8,AKPL,25.65,432.00,437.90,416.00,418.90,423.25,"44,746.00",431.90,"18,938,748.70",308,-13,21.90,-3.01,5.26,-1.04,492.38,512.69,882.40,377.30,2022-06-19
9,ALBSL,26.85,"1,255.00","1,255.00","1,206.00","1,229.00","1,217.60",724.00,"1,255.00","881,544.10",34,-26,49.00,-2.07,4.06,0.93,"1,415.66","1,457.42","2,101.20","1,176.00",2022-06-19
10,ALICL,28.39,534.00,545.80,524.00,526.00,528.89,"13,745.00",542.80,"7,269,604.90",154,-16.8,21.80,-3.1,4.16,-0.55,881.71,988.86,"1,513.00",524.00,2022-06-19
11,API,27.87,255.00,257.00,244.50,247.00,248.95,"58,175.00",256.10,"14,482,609.00",394,-9.1,12.50,-3.55,5.11,-0.79,408.04,427.21,670.00,244.50,2022-06-19
12,BARUN,27.81,431.00,436.80,412.60,420.00,423.52,"9,383.00",437.10,"3,973,846.00",63,-17.1,24.20,-3.91,5.87,-0.84,479.72,477.41,763.40,345.60,2022-06-19
13,BBC,24.8,"3,400.00","3,500.00","3,400.00","3,400.00","3,447.45",102.00,"3,440.00","351,640.00",8,-40,100.00,-1.16,2.94,-1.4,"4,401.57","4,681.55","8,124.30","3,365.00",2022-06-19
14,BFC,27.29,359.00,359.00,334.10,338.00,339.97,"7,122.00",352.00,"2,421,288.30",89,-14,24.90,-3.98,7.45,-0.58,441.74,456.44,630.00,310.00,2022-06-19
15,BHL,28.79,270.00,270.00,243.00,243.30,247.98,"8,433.00",265.00,"2,091,193.00",419,-21.7,27.00,-8.19,11.11,-1.92,-,-,328.10,104.70,2022-06-19
16,BNHC,33.61,362.60,370.00,349.20,364.20,352.75,"2,110.00",370.00,"744,302.00",39,-5.8,20.80,-1.57,5.96,3.14,-,-,744.00,246.70,2022-06-19
17,BNT,32.2,"12,800.00","12,800.00","12,800.00","12,800.00","12,800.00",10.00,"12,700.00","128,000.00",1,100,0.00,0.79,0,0,"14,075.23","13,079.34","17,670.00","9,750.00",2022-06-19
18,BPCL,29.74,315.10,315.10,310.00,310.00,313.20,"6,831.00",318.10,"2,139,488.20",99,-8.1,5.10,-2.55,1.65,-1.03,402.44,434.26,703.00,310.00,2022-06-19
19,CBBL,26.63,970.00,971.00,956.00,959.90,963.16,"8,953.00",969.00,"8,623,199.30",236,-9.1,15.00,-0.94,1.57,-0.34,"1,195.11","1,356.70","2,065.20",956.00,2022-06-19
20,CBL,41.8,207.90,208.00,202.90,204.00,204.85,"48,085.00",207.90,"9,850,011.00",194,-3.9,5.10,-1.88,2.51,-0.41,232.00,237.77,316.00,196.10,2022-06-19
21,CCBL,39.26,193.00,193.90,190.10,191.40,191.94,"251,267.00",193.00,"48,228,049.20",281,-1.6,3.80,-0.83,2,-0.28,226.95,230.50,324.00,189.00,2022-06-19
22,CFCL,28.77,275.40,280.00,259.00,264.50,261.95,"6,439.00",270.00,"1,686,678.70",97,-5.5,21.00,-2.04,8.11,0.97,400.84,446.50,814.90,259.00,2022-06-19
23,CGH,34.4,"1,002.00","1,002.00",989.00,989.00,996.68,"3,314.00","1,005.00","3,303,001.60",89,-16,13.00,-1.59,1.31,-0.78,"1,315.98","1,351.43","1,790.00",989.00,2022-06-19
24,CHCL,29.57,380.00,382.00,369.00,369.00,375.15,"28,621.00",379.10,"10,737,233.30",195,-10.1,13.00,-2.66,3.52,-1.67,474.47,508.56,760.00,369.00,2022-06-19
25,CHDC,33.14,709.00,709.00,667.60,668.30,673.48,"4,660.00",700.00,"3,138,394.00",79,-31.7,41.40,-4.53,6.2,-0.77,842.30,852.74,"1,415.00",560.00,2022-06-19
26,CHL,31.69,262.90,267.90,251.90,252.00,257.15,"8,507.00",268.00,"2,187,614.00",75,-16,16.00,-5.97,6.35,-2.05,406.35,438.80,715.00,251.90,2022-06-19
27,CIT,32.81,"2,337.90","2,338.00","2,275.00","2,285.00","2,288.73","6,921.00","2,296.00","15,840,310.20",187,-11,63.00,-0.48,2.77,-0.16,"3,002.49","3,099.47","4,560.00","2,275.00",2022-06-19
28,CLBSL,33.58,731.00,743.00,710.00,710.00,718.58,753.00,745.00,"541,090.30",29,-35,33.00,-4.7,4.65,-1.21,940.64,"1,027.79","1,811.00",710.00,2022-06-19
29,CMF1,22.98,8.50,8.50,8.40,8.40,8.44,"7,165.00",8.45,"60,479.25",7,-0.05,0.10,-0.59,1.19,-0.49,9.52,9.69,16.01,8.40,2022-06-19
30,CMF2,19.79,9.36,9.36,9.26,9.26,9.35,"6,660.00",9.39,"62,261.60",3,-0.13,0.10,-1.38,1.08,-0.96,9.91,10.05,16.87,9.04,2022-06-19
31,CORBL,28.81,280.00,280.00,260.00,260.10,265.03,"16,929.00",280.00,"4,486,682.30",129,-19.9,20.00,-7.11,7.69,-1.9,540.88,646.47,"1,155.00",260.00,2022-06-19
32,CYCL,44.11,446.00,454.90,446.00,454.90,450.14,30.00,437.30,"13,504.20",4,17.6,8.90,4.02,2,1.05,-,-,454.90,382.20,2022-06-19
33,CZBIL,39.55,216.00,216.00,211.00,211.00,211.99,"28,025.00",214.50,"5,941,090.60",188,-3.5,5.00,-1.63,2.37,-0.47,265.55,283.63,444.00,211.00,2022-06-19
34,DDBL,31.29,950.00,959.00,931.00,940.00,937.05,"3,637.00",950.00,"3,408,067.00",89,-10,28.00,-1.05,3.01,0.31,"1,135.10","1,196.15","2,000.00",931.00,2022-06-19
35,DHPL,25.39,214.00,214.00,197.00,201.40,202.83,"8,205.00",214.00,"1,664,212.30",63,-12.6,17.00,-5.89,8.63,-0.71,279.65,293.62,485.20,197.00,2022-06-19
36,EBL,30.66,453.90,453.90,438.10,439.00,439.57,"10,887.00",445.00,"4,785,570.30",117,-6,15.80,-1.35,3.61,-0.13,533.77,573.95,805.00,438.10,2022-06-19
37,EDBL,31.97,347.20,355.00,340.00,349.80,343.33,"3,373.00",354.00,"1,158,040.40",42,-4.2,15.00,-1.19,4.41,1.85,462.94,518.10,"1,195.00",340.00,2022-06-19
38,ENL,22.49,629.20,654.80,619.00,654.80,626.28,"1,370.00",641.90,"857,997.80",51,12.9,35.80,2.01,5.78,4.36,-,-,"1,481.90",287.10,2022-06-19
39,FMDBL,32.15,607.00,610.00,598.00,603.00,603.39,"5,732.00",615.00,"3,458,606.60",90,-12,12.00,-1.95,2.01,-0.06,765.81,809.91,"1,365.00",598.00,2022-06-19
40,FOWAD,31.66,"2,326.00","2,336.00","2,278.00","2,295.00","2,296.44","3,773.00","2,325.00","8,664,461.50",133,-30,58.00,-1.29,2.55,-0.06,"2,300.82","2,452.73","3,311.00","2,000.00",2022-06-19
41,GBBL,30.73,362.00,363.00,355.50,356.90,357.60,"12,379.00",363.80,"4,426,739.90",126,-6.9,7.50,-1.9,2.11,-0.2,486.58,516.06,750.00,355.50,2022-06-19
42,GBLBS,26.4,696.00,698.00,690.00,690.00,691.16,"1,523.00",705.00,"1,052,636.90",35,-15,8.00,-2.13,1.16,-0.17,896.69,928.26,"1,437.00",690.00,2022-06-19
43,GFCL,27.23,392.00,392.00,382.00,382.00,386.85,"4,491.00",396.00,"1,737,363.60",49,-14,10.00,-3.54,2.62,-1.27,562.82,616.29,"1,010.00",382.00,2022-06-19
44,GHL,35.95,207.90,207.90,194.30,195.00,197.97,"10,561.00",204.00,"2,090,717.10",102,-9,13.60,-4.41,7,-1.52,293.11,316.75,555.90,194.30,2022-06-19
45,GIC,31.35,400.00,400.00,387.00,387.00,392.33,"1,507.00",402.00,"591,239.40",51,-15,13.00,-3.73,3.36,-1.38,563.01,573.37,809.00,387.00,2022-06-19
46,GILB,25.45,"1,190.00","1,200.00","1,186.10","1,187.00","1,190.40","1,418.00","1,200.00","1,687,988.50",54,-13,13.90,-1.08,1.17,-0.29,"1,523.81","1,699.77","3,050.00","1,186.10",2022-06-19
47,GIMES1,31.04,10.10,10.10,9.83,9.83,9.90,"73,750.00",10.00,"729,874.80",27,-0.17,0.27,-1.7,2.75,-0.68,11.28,14.11,25.09,9.83,2022-06-19
48,GLBSL,40.15,"1,028.10","1,067.00","1,008.00","1,067.00","1,031.04",165.00,"1,049.00","170,121.20",8,18,59.00,1.72,5.85,3.37,"1,237.55","1,303.38","2,210.00",935.00,2022-06-19
49,GLH,29.68,343.00,343.00,328.40,341.80,332.57,"5,064.00",350.00,"1,684,157.10",74,-8.2,14.60,-2.34,4.45,2.7,428.33,435.08,657.00,328.40,2022-06-19
50,GMFBS,25.18,930.20,945.00,900.00,900.00,919.48,259.00,912.00,"238,145.00",16,-12,45.00,-1.32,5,-2.16,"1,176.25","1,281.56","1,972.00",900.00,2022-06-19
51,GMFIL,38.21,257.80,259.00,248.00,252.00,251.04,"3,559.00",263.00,"893,456.80",37,-11,11.00,-4.18,4.44,0.38,392.78,433.96,773.00,248.00,2022-06-19
52,GRDBL,25.21,216.00,216.00,211.70,211.70,213.08,"1,242.00",220.00,"264,647.20",26,-8.3,4.30,-3.77,2.03,-0.65,317.31,341.16,537.90,211.70,2022-06-19
53,GUFL,31.45,378.00,385.00,369.10,371.50,371.83,"9,110.00",380.00,"3,387,409.20",132,-8.5,15.90,-2.24,4.31,-0.09,616.56,705.47,"1,500.00",365.00,2022-06-19
54,GVL,25.96,295.10,298.80,288.30,290.00,293.08,"12,859.00",300.50,"3,768,696.20",399,-10.5,10.50,-3.49,3.64,-1.06,-,-,436.40,256.00,2022-06-19
55,HBL,33.6,300.00,304.80,295.10,300.00,299.91,"9,304.00",300.00,"2,790,352.10",103,0,9.70,0,3.29,0.03,526.08,546.26,505.00,290.80,2022-06-19
56,HDHPC,32.21,207.00,207.00,188.30,188.30,194.18,"30,583.00",203.00,"5,938,686.60",212,-14.7,18.70,-7.24,9.93,-3.12,286.20,303.44,478.90,188.30,2022-06-19
57,HDL,31.23,"3,075.00","3,075.00","3,000.00","3,050.00","3,023.05","8,417.00","3,057.00","25,444,984.20",305,-7,75.00,-0.23,2.5,0.88,"4,090.77","4,930.22","7,938.00","3,000.00",2022-06-19
58,HIDCL,29.91,202.00,202.00,195.10,195.10,197.52,"59,564.00",202.00,"11,765,159.30",545,-6.9,6.90,-3.42,3.54,-1.24,276.39,294.08,575.00,195.10,2022-06-19
59,HPPL,24.06,326.00,326.00,308.80,310.10,316.70,"12,134.00",326.00,"3,842,816.50",88,-15.9,17.20,-4.88,5.57,-2.13,434.58,447.24,749.10,308.80,2022-06-19
60,HURJA,26.7,231.00,231.00,220.00,220.00,223.41,"6,053.00",235.00,"1,352,294.50",60,-15,11.00,-6.38,5,-1.55,405.42,417.24,685.40,220.00,2022-06-19
61,ICFC,28.26,415.00,415.00,398.60,399.00,403.83,"18,942.00",415.00,"7,649,323.40",195,-16,16.40,-3.86,4.11,-1.21,586.43,650.62,"1,176.80",398.60,2022-06-19
62,IGI,33.43,390.00,390.00,370.00,374.00,375.06,"12,752.00",388.00,"4,782,717.40",148,-14,20.00,-3.61,5.41,-0.28,741.67,832.64,"1,345.00",370.00,2022-06-19
63,ILBS,29.91,895.00,916.00,882.00,916.00,894.67,"1,388.00",899.00,"1,241,806.50",43,17,34.00,1.89,3.85,2.33,"1,217.33","1,369.54","2,140.00",868.00,2022-06-19
64,JALPA,20.73,"2,165.00","2,165.00","2,130.00","2,134.00","2,142.79","2,223.00","2,165.00","4,763,423.00",134,-31,35.00,-1.43,1.64,-0.41,-,-,"2,693.40",318.60,2022-06-19
65,JBBL,31.17,291.00,293.00,281.30,281.30,285.61,"24,339.00",292.00,"6,951,527.70",209,-10.7,11.70,-3.66,4.16,-1.53,390.73,429.52,649.90,281.30,2022-06-19
